insert into ordenes values('CA-2016-152156', '42682', '42685', 'Second Class', 'CG-12520', '42420', 'South'),
('CA-2017-112809', '42965', '42969', 'Standard Class', 'RA-19915', '75220', 'Central'),
('CA-2017-112809', '42965', '42969', 'Standard Class', 'RA-19915', '75220', 'Central'),
('CA-2017-112809', '42965', '42969', 'Standard Class', 'RA-19915', '75220', 'Central'),
('US-2017-160759', '43080', '43086', 'Standard Class', 'AI-10855', '19120', 'East'),
('CA-2017-148446', '43079', '43083', 'Second Class', 'MC-17845', '89031', 'West'),
('CA-2014-111059', '41673', '41676', 'Second Class', 'TB-21400', '98105', 'West'),
('CA-2014-111059', '41673', '41676', 'Second Class', 'TB-21400', '98105', 'West'),
('CA-2017-116204', '42777', '42780', 'Second Class', 'VW-21775', '94110', 'West'),
('CA-2017-109946', '42841', '42846', 'Standard Class', 'PL-18925', '60610', 'Central'),
('CA-2015-144806', '42344', '42349', 'Standard Class', 'GH-14425', '85705', 'West'),
('CA-2015-144806', '42344', '42349', 'Standard Class', 'GH-14425', '85705', 'West'),
('CA-2015-144806', '42344', '42349', 'Standard Class', 'GH-14425', '85705', 'West'),
('CA-2015-144806', '42344', '42349', 'Standard Class', 'GH-14425', '85705', 'West'),
('CA-2015-144806', '42344', '42349', 'Standard Class', 'GH-14425', '85705', 'West'),
('CA-2016-122392', '42573', '42578', 'Standard Class', 'CJ-12010', '18103', 'East'),
('CA-2016-122392', '42573', '42578', 'Standard Class', 'CJ-12010', '18103', 'East'),
('CA-2015-148432', '42315', '42318', 'Second Class', 'MC-18130', '19711', 'East'),
('CA-2015-148432', '42315', '42318', 'Second Class', 'MC-18130', '19711', 'East'),
('CA-2015-103793', '42089', '42094', 'Standard Class', 'BV-11245', '33142', 'South'),
('CA-2017-159884', '42978', '42983', 'Standard Class', 'JF-15490', '85281', 'West'),
('CA-2017-159884', '42978', '42983', 'Standard Class', 'JF-15490', '85281', 'West'),
('CA-2016-139885', '42708', '42712', 'Standard Class', 'EB-13840', '10035', 'East'),
('CA-2017-124086', '42776', '42780', 'Standard Class', 'MP-18175', '92677', 'West'),
('CA-2016-112389', '42672', '42676', 'Standard Class', 'JM-15655', '8302', 'East'),
('CA-2016-112389', '42672', '42676', 'Standard Class', 'JM-15655', '8302', 'East'),
('CA-2017-121888', '42993', '42995', 'Second Class', 'CL-11890', '2149', 'East'),
('CA-2017-121888', '42993', '42995', 'Second Class', 'CL-11890', '2149', 'East'),
('CA-2017-121888', '42993', '42995', 'Second Class', 'CL-11890', '2149', 'East'),
('CA-2017-121888', '42993', '42995', 'Second Class', 'CL-11890', '2149', 'East'),
('CA-2014-166884', '41709', '41714', 'Second Class', 'CK-12205', '43229', 'East'),
('CA-2014-166884', '41709', '41714', 'Second Class', 'CK-12205', '43229', 'East'),
('CA-2014-107181', '41674', '41678', 'Standard Class', 'DB-13270', '92024', 'West'),
('CA-2014-107181', '41674', '41678', 'Standard Class', 'DB-13270', '92024', 'West'),
('CA-2014-150245', '42004', '42008', 'Second Class', 'PC-18745', '13601', 'East'),
('CA-2015-111395', '42331', '42335', 'Standard Class', 'VB-21745', '78207', 'Central'),
('CA-2015-111395', '42331', '42335', 'Standard Class', 'VB-21745', '78207', 'Central'),
('CA-2015-111395', '42331', '42335', 'Standard Class', 'VB-21745', '78207', 'Central'),
('CA-2014-134278', '41826', '41828', 'First Class', 'EP-13915', '10011', 'East'),
('US-2017-124926', '43052', '43057', 'Second Class', 'ME-17320', '77095', 'Central'),
('CA-2016-159345', '42538', '42543', 'Standard Class', 'IG-15085', '92024', 'West'),
('CA-2014-130274', '41762', '41764', 'First Class', 'JS-15940', '54915', 'Central'),
('CA-2017-158386', '43024', '43029', 'Standard Class', 'BO-11425', '40475', 'South'),
('CA-2015-111507', '42041', '42048', 'Standard Class', 'VW-21775', '98006', 'West'),
('CA-2017-120761', '42982', '42986', 'Standard Class', 'AB-10150', '11561', 'East'),
('CA-2016-109176', '42499', '42505', 'Standard Class', 'JW-16075', '19140', 'East'),
('CA-2016-109176', '42499', '42505', 'Standard Class', 'JW-16075', '19140', 'East'),
('CA-2015-112116', '42079', '42081', 'Second Class', 'JE-15475', '98103', 'West'),
('CA-2016-126809', '42469', '42473', 'Standard Class', 'EB-13750', '98103', 'West'),
('CA-2014-105172', '41733', '41738', 'Standard Class', 'PK-18910', '94109', 'West'),
('CA-2017-107293', '42983', '42984', 'First Class', 'CS-12400', '98115', 'West'),
('US-2017-102890', '42916', '42916', 'Same Day', 'SG-20470', '10011', 'East'),
('CA-2015-158554', '42317', '42317', 'Same Day', 'CM-12190', '19134', 'East'),
('CA-2014-116239', '41702', '41702', 'Same Day', 'CL-12565', '29203', 'South'),
('CA-2015-132101', '42082', '42088', 'Standard Class', 'JO-15550', '98105', 'West'),
('CA-2015-129112', '42337', '42338', 'First Class', 'AW-10840', '75002', 'Central'),
('CA-2015-129112', '42337', '42338', 'First Class', 'AW-10840', '75002', 'Central'),
('US-2017-152002', '42897', '42897', 'Same Day', 'DV-13465', '90004', 'West'),
('CA-2017-165029', '43065', '43069', 'Standard Class', 'AH-10075', '30318', 'South'),
('US-2014-157385', '41966', '41968', 'First Class', 'SC-20095', '90004', 'West'),
('US-2014-157385', '41966', '41968', 'First Class', 'SC-20095', '90004', 'West'),
('US-2014-157385', '41966', '41968', 'First Class', 'SC-20095', '90004', 'West'),
('US-2014-157385', '41966', '41968', 'First Class', 'SC-20095', '90004', 'West'),
('CA-2014-101602', '41988', '41991', 'First Class', 'MC-18100', '79907', 'Central'),
('CA-2014-101602', '41988', '41991', 'First Class', 'MC-18100', '79907', 'Central'),
('CA-2016-109057', '42482', '42487', 'Standard Class', 'TT-21460', '60505', 'Central'),
('CA-2016-154403', '42513', '42517', 'Standard Class', 'AP-10720', '35630', 'South'),
('CA-2016-102456', '42427', '42430', 'First Class', 'DL-12865', '10011', 'East'),
('CA-2015-131338', '42225', '42228', 'First Class', 'NP-18325', '10024', 'East'),
('CA-2015-131338', '42225', '42228', 'First Class', 'NP-18325', '10024', 'East'),
('CA-2015-131338', '42225', '42228', 'First Class', 'NP-18325', '10024', 'East'),
('CA-2015-131338', '42225', '42228', 'First Class', 'NP-18325', '10024', 'East'),
('CA-2015-131338', '42225', '42228', 'First Class', 'NP-18325', '10024', 'East'),
('CA-2015-131338', '42225', '42228', 'First Class', 'NP-18325', '10024', 'East'),
('CA-2015-131338', '42225', '42228', 'First Class', 'NP-18325', '10024', 'East'),
('CA-2015-131338', '42225', '42228', 'First Class', 'NP-18325', '10024', 'East'),
('CA-2015-131338', '42225', '42228', 'First Class', 'NP-18325', '10024', 'East'),
('CA-2015-131338', '42225', '42228', 'First Class', 'NP-18325', '10024', 'East'),
('CA-2016-109911', '42502', '42506', 'Standard Class', 'VG-21805', '23464', 'South'),
('US-2016-132423', '42475', '42479', 'Standard Class', 'MY-18295', '76051', 'Central'),
('US-2016-132423', '42475', '42479', 'Standard Class', 'MY-18295', '76051', 'Central'),
('CA-2015-122826', '42178', '42180', 'Second Class', 'RD-19480', '98502', 'West'),
('CA-2014-117317', '41931', '41931', 'Same Day', 'JF-15490', '90032', 'West'),
('CA-2015-118423', '42087', '42090', 'First Class', 'DP-13390', '61604', 'Central'),
('CA-2017-149181', '42863', '42867', 'Standard Class', 'MD-17350', '43229', 'East'),
('CA-2017-132234', '43024', '43026', 'First Class', 'MY-17380', '10011', 'East'),
('CA-2017-158876', '43058', '43060', 'Second Class', 'AB-10150', '75007', 'Central'),
('CA-2017-158876', '43058', '43060', 'Second Class', 'AB-10150', '75007', 'Central'),
('CA-2017-158876', '43058', '43060', 'Second Class', 'AB-10150', '75007', 'Central'),
('CA-2017-158876', '43058', '43060', 'Second Class', 'AB-10150', '75007', 'Central'),
('CA-2016-164672', '42498', '42503', 'Second Class', 'GB-14530', '19901', 'East'),
('US-2016-132857', '42715', '42721', 'Standard Class', 'CA-12775', '37167', 'South'),
('CA-2017-116645', '43069', '43073', 'Standard Class', 'ME-17725', '19711', 'East'),
('US-2016-115819', '42479', '42484', 'Second Class', 'JO-15280', '90049', 'West'),
('US-2016-115819', '42479', '42484', 'Second Class', 'JO-15280', '90049', 'West'),
('US-2016-115819', '42479', '42484', 'Second Class', 'JO-15280', '90049', 'West'),
('US-2016-115819', '42479', '42484', 'Second Class', 'JO-15280', '90049', 'West'),
('US-2016-115819', '42479', '42484', 'Second Class', 'JO-15280', '90049', 'West'),
('US-2016-115819', '42479', '42484', 'Second Class', 'JO-15280', '90049', 'West'),
('CA-2014-156349', '41785', '41789', 'Standard Class', 'ML-17395', '90008', 'West'),
('CA-2014-156349', '41785', '41789', 'Standard Class', 'ML-17395', '90008', 'West'),
('CA-2014-156349', '41785', '41789', 'Standard Class', 'ML-17395', '90008', 'West'),
('CA-2017-138380', '43090', '43094', 'Standard Class', 'YS-21880', '94601', 'West'),
('US-2016-113509', '42444', '42448', 'Standard Class', 'PL-18925', '19143', 'East'),
('CA-2015-130022', '42226', '42232', 'Standard Class', 'JK-16120', '55122', 'Central'),
('CA-2015-130022', '42226', '42232', 'Standard Class', 'JK-16120', '55122', 'Central'),
('CA-2015-130022', '42226', '42232', 'Standard Class', 'JK-16120', '55122', 'Central'),
('US-2016-118780', '42623', '42627', 'Second Class', 'PN-18775', '10011', 'East'),
('US-2016-118780', '42623', '42627', 'Second Class', 'PN-18775', '10011', 'East'),
('CA-2017-108560', '42924', '42931', 'Standard Class', 'JC-15385', '98031', 'West'),
('CA-2017-108560', '42924', '42931', 'Standard Class', 'JC-15385', '98031', 'West'),
('CA-2017-108560', '42924', '42931', 'Standard Class', 'JC-15385', '98031', 'West'),
('CA-2017-108560', '42924', '42931', 'Standard Class', 'JC-15385', '98031', 'West'),
('CA-2015-157084', '42357', '42362', 'Standard Class', 'JG-15160', '90049', 'West'),
('CA-2015-157084', '42357', '42362', 'Standard Class', 'JG-15160', '90049', 'West'),
('CA-2015-164539', '42324', '42330', 'Standard Class', 'PO-19180', '10011', 'East'),
('CA-2015-143119', '42271', '42277', 'Standard Class', 'MC-17275', '70506', 'South'),
('CA-2017-101049', '42907', '42911', 'Second Class', 'AS-10240', '44105', 'East'),
('CA-2017-101049', '42907', '42911', 'Second Class', 'AS-10240', '44105', 'East'),
('CA-2016-106530', '42498', '42498', 'Same Day', 'CL-12565', '44105', 'East'),
('CA-2016-106530', '42498', '42498', 'Same Day', 'CL-12565', '44105', 'East'),
('CA-2016-106530', '42498', '42498', 'Same Day', 'CL-12565', '44105', 'East'),
('CA-2016-106530', '42498', '42498', 'Same Day', 'CL-12565', '44105', 'East'),
('CA-2016-106530', '42498', '42498', 'Same Day', 'CL-12565', '44105', 'East'),
('CA-2014-168984', '41969', '41975', 'Standard Class', 'NW-18400', '97224', 'West'),
('CA-2014-168984', '41969', '41975', 'Standard Class', 'NW-18400', '97224', 'West'),
('CA-2014-168984', '41969', '41975', 'Standard Class', 'NW-18400', '97224', 'West'),
('CA-2016-157266', '42516', '42522', 'Standard Class', 'TB-21280', '20016', 'East'),
('CA-2016-157266', '42516', '42522', 'Standard Class', 'TB-21280', '20016', 'East'),
('CA-2016-157266', '42516', '42522', 'Standard Class', 'TB-21280', '20016', 'East'),
('CA-2016-157266', '42516', '42522', 'Standard Class', 'TB-21280', '20016', 'East'),
('US-2014-134712', '41972', '41977', 'Standard Class', 'BS-11380', '60076', 'Central'),
('CA-2015-111829', '42082', '42083', 'First Class', 'FH-14365', '98115', 'West'),
('CA-2015-111829', '42082', '42083', 'First Class', 'FH-14365', '98115', 'West'),
('CA-2015-111829', '42082', '42083', 'First Class', 'FH-14365', '98115', 'West'),
('CA-2015-105221', '42309', '42311', 'First Class', 'VM-21685', '19140', 'East'),
('CA-2015-105221', '42309', '42311', 'First Class', 'VM-21685', '19140', 'East'),
('CA-2015-120341', '42273', '42276', 'Second Class', 'SF-20200', '19143', 'East'),
('CA-2015-120341', '42273', '42276', 'Second Class', 'SF-20200', '19143', 'East'),
('CA-2014-135699', '41880', '41880', 'Same Day', 'HH-15010', '94110', 'West'),
('CA-2014-135699', '41880', '41880', 'Same Day', 'HH-15010', '94110', 'West'),
('US-2017-132444', '43057', '43060', 'First Class', 'CD-12280', '98105', 'West'),
('US-2017-132444', '43057', '43060', 'First Class', 'CD-12280', '98105', 'West'),
('US-2017-132444', '43057', '43060', 'First Class', 'CD-12280', '98105', 'West'),
('US-2017-132444', '43057', '43060', 'First Class', 'CD-12280', '98105', 'West'),
('US-2017-132444', '43057', '43060', 'First Class', 'CD-12280', '98105', 'West'),
('CA-2014-127159', '41771', '41774', 'First Class', 'HL-15040', '53209', 'Central'),
('CA-2017-161809', '42755', '42761', 'Standard Class', 'TH-21100', '90045', 'West'),
('CA-2017-127285', '43038', '43045', 'Standard Class', 'MM-18055', '98115', 'West'),
('CA-2017-127285', '43038', '43045', 'Standard Class', 'MM-18055', '98115', 'West'),
('CA-2017-144526', '42855', '42861', 'Standard Class', 'QJ-19255', '19143', 'East'),
('CA-2017-144526', '42855', '42861', 'Standard Class', 'QJ-19255', '19143', 'East'),
('CA-2016-128531', '42698', '42700', 'Second Class', 'NS-18505', '75217', 'Central'),
('CA-2016-128531', '42698', '42700', 'Second Class', 'NS-18505', '75217', 'Central'),
('CA-2016-128531', '42698', '42700', 'Second Class', 'NS-18505', '75217', 'Central'),
('CA-2016-128531', '42698', '42700', 'Second Class', 'NS-18505', '75217', 'Central'),
('CA-2016-128531', '42698', '42700', 'Second Class', 'NS-18505', '75217', 'Central'),
('CA-2016-128531', '42698', '42700', 'Second Class', 'NS-18505', '75217', 'Central'),
('US-2015-157154', '42014', '42019', 'Standard Class', 'MM-17920', '10011', 'East'),
('CA-2017-159457', '43027', '43034', 'Standard Class', 'RD-19480', '77095', 'Central'),
('CA-2016-107615', '42451', '42454', 'First Class', 'RB-19645', '89031', 'West'),
('CA-2017-111647', '42919', '42923', 'Standard Class', 'RD-19585', '75023', 'Central'),
('CA-2015-150560', '42349', '42350', 'First Class', 'SW-20455', '23434', 'South'),
('CA-2015-143077', '42264', '42268', 'Standard Class', 'SF-20965', '77041', 'Central'),
('CA-2015-143077', '42264', '42268', 'Standard Class', 'SF-20965', '77041', 'Central'),
('CA-2016-122728', '42508', '42514', 'Standard Class', 'EB-13930', '94110', 'West'),
('CA-2016-122728', '42508', '42514', 'Standard Class', 'EB-13930', '94110', 'West'),
('CA-2014-122882', '41889', '41895', 'Standard Class', 'SB-20290', '19134', 'East'),
('CA-2014-122882', '41889', '41895', 'Standard Class', 'SB-20290', '19134', 'East'),
('CA-2014-122882', '41889', '41895', 'Standard Class', 'SB-20290', '19134', 'East'),
('CA-2014-122882', '41889', '41895', 'Standard Class', 'SB-20290', '19134', 'East'),
('US-2016-101497', '42642', '42644', 'Second Class', 'PS-18760', '90008', 'West'),
('CA-2016-147585', '42681', '42686', 'Standard Class', 'CB-12535', '94110', 'West'),
('CA-2017-149489', '42849', '42852', 'First Class', 'DK-12835', '19143', 'East'),
('CA-2017-149489', '42849', '42852', 'First Class', 'DK-12835', '19143', 'East'),
('CA-2017-149489', '42849', '42852', 'First Class', 'DK-12835', '19143', 'East'),
('CA-2017-143798', '43079', '43081', 'First Class', 'AW-10840', '19140', 'East'),
('CA-2017-143798', '43079', '43081', 'First Class', 'AW-10840', '19140', 'East'),
('CA-2014-142839', '41867', '41871', 'Standard Class', 'TS-21610', '19143', 'East'),
('CA-2017-129833', '43078', '43084', 'Standard Class', 'HF-14995', '46203', 'Central'),
('CA-2017-129833', '43078', '43084', 'Standard Class', 'HF-14995', '46203', 'Central'),
('US-2016-154361', '42443', '42448', 'Standard Class', 'HZ-14950', '43229', 'East'),
('US-2016-158708', '42547', '42550', 'Second Class', 'AB-10255', '75023', 'Central'),
('CA-2015-156335', '42272', '42275', 'Second Class', 'PO-19195', '7002', 'East'),
('CA-2015-156335', '42272', '42275', 'Second Class', 'PO-19195', '7002', 'East'),
('CA-2015-156335', '42272', '42275', 'Second Class', 'PO-19195', '7002', 'East'),
('CA-2015-148376', '42365', '42369', 'Standard Class', 'AG-10900', '90008', 'West'),
('CA-2015-148376', '42365', '42369', 'Standard Class', 'AG-10900', '90008', 'West'),
('CA-2014-135657', '41793', '41797', 'Second Class', 'SC-20725', '98115', 'West'),
('CA-2015-114069', '42198', '42200', 'Second Class', 'ND-18370', '10035', 'East'),
('CA-2015-114069', '42198', '42200', 'Second Class', 'ND-18370', '10035', 'East'),
('CA-2015-114069', '42198', '42200', 'Second Class', 'ND-18370', '10035', 'East'),
('CA-2014-139857', '41672', '41676', 'Standard Class', 'CD-12790', '92037', 'West'),
('CA-2016-106306', '42437', '42437', 'Same Day', 'PG-18820', '85301', 'West'),
('CA-2015-100545', '42330', '42334', 'Standard Class', 'IM-15070', '19120', 'East'),
('CA-2017-123491', '43038', '43044', 'Standard Class', 'JK-15205', '94122', 'West'),
('CA-2017-123491', '43038', '43044', 'Standard Class', 'JK-15205', '94122', 'West'),
('CA-2017-123491', '43038', '43044', 'Standard Class', 'JK-15205', '94122', 'West'),
('CA-2017-123491', '43038', '43044', 'Standard Class', 'JK-15205', '94122', 'West'),
('CA-2017-123491', '43038', '43044', 'Standard Class', 'JK-15205', '94122', 'West'),
('CA-2017-123491', '43038', '43044', 'Standard Class', 'JK-15205', '94122', 'West'),
('CA-2015-145401', '42034', '42039', 'Standard Class', 'JP-15520', '77070', 'Central'),
('US-2017-124968', '42986', '42991', 'Second Class', 'MM-18055', '60610', 'Central'),
('CA-2017-104003', '43015', '43021', 'Standard Class', 'DC-13285', '94110', 'West'),
('CA-2016-154788', '42490', '42494', 'Standard Class', 'JL-15835', '10011', 'East'),
('CA-2016-169943', '42509', '42514', 'Standard Class', 'BN-11515', '10011', 'East'),
('CA-2016-169943', '42509', '42514', 'Standard Class', 'BN-11515', '10011', 'East'),
('CA-2016-169943', '42509', '42514', 'Standard Class', 'BN-11515', '10011', 'East'),
